pmid	pmcid	doi	title	authors	year	month	day	journal	volume	issue	pages	abstract
31156374	PMC6530419	10.3389/fnins.2019.00494	Automated, Efficient, and Accelerated Knowledge Modeling of the Cognitive Neuroimaging Literature Using the ATHENA Toolkit	['Riedel MC', 'Salo T', 'Hays J', 'Turner MD', 'Sutherland MT', 'Turner JA', 'Laird AR']	2019	2	28	Front Neurosci	13		494	Neuroimaging research is growing rapidly, providing expansive resources for synthesizing data. However, navigating these dense resources is complicated by the volume of research articles and variety of experimental designs implemented across studies. The advent of machine learning algorithms and text-mining techniques has advanced automated labeling of published articles in biomedical research to alleviate such obstacles. As of yet, a comprehensive examination of document features and classifier techniques for annotating neuroimaging articles has yet to be undertaken. Here, we evaluated which combination of corpus (abstract-only or full-article text), features (bag-of-words or Cognitive Atlas terms), and classifier (Bernoulli naive Bayes, k-nearest neighbors, logistic regression, or support vector classifier) resulted in the highest predictive performance in annotating a selection of 2,633 manually annotated neuroimaging articles. We found that, when utilizing full article text, data-driven features derived from the text performed the best, whereas if article abstracts were used for annotation, features derived from the Cognitive Atlas performed better. Additionally, we observed that when features were derived from article text, anatomical terms appeared to be the most frequently utilized for classification purposes and that cognitive concepts can be identified based on similar representations of these anatomical terms. Optimizing parameters for the automated classification of neuroimaging articles may result in a larger proportion of the neuroimaging literature being annotated with labels supporting the meta-analysis of psychological constructs.
31156374	PMC6530419	10.3389/fnins.2019.00494	Automated, Efficient, and Accelerated Knowledge Modeling of the Cognitive Neuroimaging Literature Using the ATHENA Toolkit	['Riedel MC', 'Salo T', 'Hays J', 'Turner MD', 'Sutherland MT', 'Turner JA', 'Laird AR']	2019	2	28	Front Neurosci	13		494	Neuroimaging research is growing rapidly, providing expansive resources for synthesizing data. However, navigating these dense resources is complicated by the volume of research articles and variety of experimental designs implemented across studies. The advent of machine learning algorithms and text-mining techniques has advanced automated labeling of published articles in biomedical research to alleviate such obstacles. As of yet, a comprehensive examination of document features and classifier techniques for annotating neuroimaging articles has yet to be undertaken. Here, we evaluated which combination of corpus (abstract-only or full-article text), features (bag-of-words or Cognitive Atlas terms), and classifier (Bernoulli naive Bayes, k-nearest neighbors, logistic regression, or support vector classifier) resulted in the highest predictive performance in annotating a selection of 2,633 manually annotated neuroimaging articles. We found that, when utilizing full article text, data-driven features derived from the text performed the best, whereas if article abstracts were used for annotation, features derived from the Cognitive Atlas performed better. Additionally, we observed that when features were derived from article text, anatomical terms appeared to be the most frequently utilized for classification purposes and that cognitive concepts can be identified based on similar representations of these anatomical terms. Optimizing parameters for the automated classification of neuroimaging articles may result in a larger proportion of the neuroimaging literature being annotated with labels supporting the meta-analysis of psychological constructs.
31313451	PMC6865423	10.1002/hbm.24716	Brain-based ranking of cognitive domains to predict schizophrenia	['Karrer TM', 'Bassett DS', 'Derntl B', 'Gruber O', 'Aleman A', 'Jardri R', 'Laird AR', 'Fox PT', 'Eickhoff SB', 'Grisel O', 'Varoquaux G', 'Thirion B', 'Bzdok D']	2019	10	15	Hum Brain Mapp	40	15	4487-4507	Schizophrenia is a devastating brain disorder that disturbs sensory perception, motor action, and abstract thought. Its clinical phenotype implies dysfunction of various mental domains, which has motivated a series of theories regarding the underlying pathophysiology. Aiming at a predictive benchmark of a catalog of cognitive functions, we developed a data-driven machine-learning strategy and provide a proof of principle in a multisite clinical dataset (n = 324). Existing neuroscientific knowledge on diverse cognitive domains was first condensed into neurotopographical maps. We then examined how the ensuing meta-analytic cognitive priors can distinguish patients and controls using brain morphology and intrinsic functional connectivity. Some affected cognitive domains supported well-studied directions of research on auditory evaluation and social cognition. However, rarely suspected cognitive domains also emerged as disease relevant, including self-oriented processing of bodily sensations in gustation and pain. Such algorithmic charting of the cognitive landscape can be used to make targeted recommendations for future mental health research.
31415884	PMC6981278	10.1016/j.neuroimage.2019.116091	Image processing and analysis methods for the Adolescent Brain Cognitive Development Study	['Hagler DJ Jr', 'Hatton S', 'Cornejo MD', 'Makowski C', 'Fair DA', 'Dick AS', 'Sutherland MT', 'Casey BJ', 'Barch DM', 'Harms MP', 'Watts R', 'Bjork JM', 'Garavan HP', 'Hilmer L', 'Pung CJ', 'Sicat CS', 'Kuperman J', 'Bartsch H', 'Xue F', 'Heitzeg MM', 'Laird AR', 'Trinh TT', 'Gonzalez R', 'Tapert SF', 'Riedel MC', 'Squeglia LM', 'Hyde LW', 'Rosenberg MD', 'Earl EA', 'Howlett KD', 'Baker FC', 'Soules M', 'Diaz J', 'de Leon OR', 'Thompson WK', 'Neale MC', 'Herting M', 'Sowell ER', 'Alvarez RP', 'Hawes SW', 'Sanchez M', 'Bodurka J', 'Breslin FJ', 'Morris AS', 'Paulus MP', 'Simmons WK', 'Polimeni JR', 'van der Kouwe A', 'Nencka AS', 'Gray KM', 'Pierpaoli C', 'Matochik JA', 'Noronha A', 'Aklin WM', 'Conway K', 'Glantz M', 'Hoffman E', 'Little R', 'Lopez M', 'Pariyadath V', 'Weiss SR', 'Wolff-Hughes DL', 'DelCarmen-Wiggins R', 'Feldstein Ewing SW', 'Miranda-Dominguez O', 'Nagel BJ', 'Perrone AJ', 'Sturgeon DT', 'Goldstone A', 'Pfefferbaum A', 'Pohl KM', 'Prouty D', 'Uban K', 'Bookheimer SY', 'Dapretto M', 'Galvan A', 'Bagot K', 'Giedd J', 'Infante MA', 'Jacobus J', 'Patrick K', 'Shilling PD', 'Desikan R', 'Li Y', 'Sugrue L', 'Banich MT', 'Friedman N', 'Hewitt JK', 'Hopfer C', 'Sakai J', 'Tanabe J', 'Cottler LB', 'Nixon SJ', 'Chang L', 'Cloak C', 'Ernst T', 'Reeves G', 'Kennedy DN', 'Heeringa S', 'Peltier S', 'Schulenberg J', 'Sripada C', 'Zucker RA', 'Iacono WG', 'Luciana M', 'Calabro FJ', 'Clark DB', 'Lewis DA', 'Luna B', 'Schirda C', 'Brima T', 'Foxe JJ', 'Freedman EG', 'Mruzek DW', 'Mason MJ', 'Huber R', 'McGlade E', 'Prescot A', 'Renshaw PF', 'Yurgelun-Todd DA', 'Allgaier NA', 'Dumas JA', 'Ivanova M', 'Potter A', 'Florsheim P', 'Larson C', 'Lisdahl K', 'Charness ME', 'Fuemmeler B', 'Hettema JM', 'Maes HH', 'Steinberg J', 'Anokhin AP', 'Glaser P', 'Heath AC', 'Madden PA', 'Baskin-Sommers A', 'Constable RT', 'Grant SJ', 'Dowling GJ', 'Brown SA', 'Jernigan TL', 'Dale AM']	2019	11	15	Neuroimage	202		116091	The Adolescent Brain Cognitive Development (ABCD) Study is an ongoing, nationwide study of the effects of environmental influences on behavioral and brain development in adolescents. The main objective of the study is to recruit and assess over eleven thousand 9-10-year-olds and follow them over the course of 10 years to characterize normative brain and cognitive development, the many factors that influence brain development, and the effects of those factors on mental health and other outcomes. The study employs state-of-the-art multimodal brain imaging, cognitive and clinical assessments, bioassays, and careful assessment of substance use, environment, psychopathological symptoms, and social functioning. The data is a resource of unprecedented scale and depth for studying typical and atypical development. The aim of this manuscript is to describe the baseline neuroimaging processing and subject-level analysis methods used by ABCD. Processing and analyses include modality-specific corrections for distortions and motion, brain segmentation and cortical surface reconstruction derived from structural magnetic resonance imaging (sMRI), analysis of brain microstructure using diffusion MRI (dMRI), task-related analysis of functional MRI (fMRI), and functional connectivity analysis of resting-state fMRI. This manuscript serves as a methodological reference for users of publicly shared neuroimaging data from the ABCD Study.
31415884	PMC6981278	10.1016/j.neuroimage.2019.116091	Image processing and analysis methods for the Adolescent Brain Cognitive Development Study	['Hagler DJ Jr', 'Hatton S', 'Cornejo MD', 'Makowski C', 'Fair DA', 'Dick AS', 'Sutherland MT', 'Casey BJ', 'Barch DM', 'Harms MP', 'Watts R', 'Bjork JM', 'Garavan HP', 'Hilmer L', 'Pung CJ', 'Sicat CS', 'Kuperman J', 'Bartsch H', 'Xue F', 'Heitzeg MM', 'Laird AR', 'Trinh TT', 'Gonzalez R', 'Tapert SF', 'Riedel MC', 'Squeglia LM', 'Hyde LW', 'Rosenberg MD', 'Earl EA', 'Howlett KD', 'Baker FC', 'Soules M', 'Diaz J', 'de Leon OR', 'Thompson WK', 'Neale MC', 'Herting M', 'Sowell ER', 'Alvarez RP', 'Hawes SW', 'Sanchez M', 'Bodurka J', 'Breslin FJ', 'Morris AS', 'Paulus MP', 'Simmons WK', 'Polimeni JR', 'van der Kouwe A', 'Nencka AS', 'Gray KM', 'Pierpaoli C', 'Matochik JA', 'Noronha A', 'Aklin WM', 'Conway K', 'Glantz M', 'Hoffman E', 'Little R', 'Lopez M', 'Pariyadath V', 'Weiss SR', 'Wolff-Hughes DL', 'DelCarmen-Wiggins R', 'Feldstein Ewing SW', 'Miranda-Dominguez O', 'Nagel BJ', 'Perrone AJ', 'Sturgeon DT', 'Goldstone A', 'Pfefferbaum A', 'Pohl KM', 'Prouty D', 'Uban K', 'Bookheimer SY', 'Dapretto M', 'Galvan A', 'Bagot K', 'Giedd J', 'Infante MA', 'Jacobus J', 'Patrick K', 'Shilling PD', 'Desikan R', 'Li Y', 'Sugrue L', 'Banich MT', 'Friedman N', 'Hewitt JK', 'Hopfer C', 'Sakai J', 'Tanabe J', 'Cottler LB', 'Nixon SJ', 'Chang L', 'Cloak C', 'Ernst T', 'Reeves G', 'Kennedy DN', 'Heeringa S', 'Peltier S', 'Schulenberg J', 'Sripada C', 'Zucker RA', 'Iacono WG', 'Luciana M', 'Calabro FJ', 'Clark DB', 'Lewis DA', 'Luna B', 'Schirda C', 'Brima T', 'Foxe JJ', 'Freedman EG', 'Mruzek DW', 'Mason MJ', 'Huber R', 'McGlade E', 'Prescot A', 'Renshaw PF', 'Yurgelun-Todd DA', 'Allgaier NA', 'Dumas JA', 'Ivanova M', 'Potter A', 'Florsheim P', 'Larson C', 'Lisdahl K', 'Charness ME', 'Fuemmeler B', 'Hettema JM', 'Maes HH', 'Steinberg J', 'Anokhin AP', 'Glaser P', 'Heath AC', 'Madden PA', 'Baskin-Sommers A', 'Constable RT', 'Grant SJ', 'Dowling GJ', 'Brown SA', 'Jernigan TL', 'Dale AM']	2019	11	15	Neuroimage	202		116091	The Adolescent Brain Cognitive Development (ABCD) Study is an ongoing, nationwide study of the effects of environmental influences on behavioral and brain development in adolescents. The main objective of the study is to recruit and assess over eleven thousand 9-10-year-olds and follow them over the course of 10 years to characterize normative brain and cognitive development, the many factors that influence brain development, and the effects of those factors on mental health and other outcomes. The study employs state-of-the-art multimodal brain imaging, cognitive and clinical assessments, bioassays, and careful assessment of substance use, environment, psychopathological symptoms, and social functioning. The data is a resource of unprecedented scale and depth for studying typical and atypical development. The aim of this manuscript is to describe the baseline neuroimaging processing and subject-level analysis methods used by ABCD. Processing and analyses include modality-specific corrections for distortions and motion, brain segmentation and cortical surface reconstruction derived from structural magnetic resonance imaging (sMRI), analysis of brain microstructure using diffusion MRI (dMRI), task-related analysis of functional MRI (fMRI), and functional connectivity analysis of resting-state fMRI. This manuscript serves as a methodological reference for users of publicly shared neuroimaging data from the ABCD Study.
31633021	PMC6785263	10.1126/sciadv.aax2084	Habenular and striatal activity during performance feedback are differentially linked with state-like and trait-like aspects of tobacco use disorder	['Flannery JS', 'Riedel MC', 'Poudel R', 'Laird AR', 'Ross TJ', 'Salmeron BJ', 'Stein EA', 'Sutherland MT']	2019	10	29	Sci Adv	5	10	eaax2084	The habenula, an epithalamic nucleus involved in reward and aversive processing, may contribute to negative reinforcement mechanisms maintaining nicotine use. We used a performance feedback task that differentially activates the striatum and habenula and administered nicotine and varenicline (versus placebos) to overnight-abstinent smokers and nonsmokers to delineate feedback-related functional brain alterations both as a function of smoking trait (smokers versus nonsmokers) and drug administration state (drug versus placebo). Smokers showed less striatal responsivity to positive feedback, an alteration not mitigated by drug administration, but rather correlated with trait-level addiction severity. Conversely, nicotine administration reduced habenula activity following both positive and negative feedback among abstinent smokers, but not nonsmokers, and increased habenula activity among smokers correlated with elevated state-level tobacco cravings. These outcomes highlight a dissociation between neurobiological processes linked with the dependence severity trait and the nicotine withdrawal state. Interventions simultaneously targeting both aspects may improve currently poor cessation outcomes.
31633021	PMC6785263	10.1126/sciadv.aax2084	Habenular and striatal activity during performance feedback are differentially linked with state-like and trait-like aspects of tobacco use disorder	['Flannery JS', 'Riedel MC', 'Poudel R', 'Laird AR', 'Ross TJ', 'Salmeron BJ', 'Stein EA', 'Sutherland MT']	2019	10	29	Sci Adv	5	10	eaax2084	The habenula, an epithalamic nucleus involved in reward and aversive processing, may contribute to negative reinforcement mechanisms maintaining nicotine use. We used a performance feedback task that differentially activates the striatum and habenula and administered nicotine and varenicline (versus placebos) to overnight-abstinent smokers and nonsmokers to delineate feedback-related functional brain alterations both as a function of smoking trait (smokers versus nonsmokers) and drug administration state (drug versus placebo). Smokers showed less striatal responsivity to positive feedback, an alteration not mitigated by drug administration, but rather correlated with trait-level addiction severity. Conversely, nicotine administration reduced habenula activity following both positive and negative feedback among abstinent smokers, but not nonsmokers, and increased habenula activity among smokers correlated with elevated state-level tobacco cravings. These outcomes highlight a dissociation between neurobiological processes linked with the dependence severity trait and the nicotine withdrawal state. Interventions simultaneously targeting both aspects may improve currently poor cessation outcomes.
31700677	PMC6825125	10.1038/s41539-019-0058-9	Sex differences in brain correlates of STEM anxiety	['Gonzalez AA', 'Bottenhorn KL', 'Bartley JE', 'Hayes T', 'Riedel MC', 'Salo T', 'Bravo EI', 'Odean R', 'Nazareth A', 'Laird RW', 'Sutherland MT', 'Brewe E', 'Pruden SM', 'Laird AR']	2019	2	28	NPJ Sci Learn	4		18	Anxiety is known to dysregulate the salience, default mode, and central executive networks of the human brain, yet this phenomenon has not been fully explored across the STEM learning experience, where anxiety can impact negatively academic performance. Here, we evaluated anxiety and large-scale brain connectivity in 101 undergraduate physics students. We found sex differences in STEM-related and clinical anxiety, with longitudinal increases in science anxiety observed for both female and male students. Sex-specific relationships between STEM anxiety and brain connectivity emerged, with male students exhibiting distinct inter-network connectivity for STEM and clinical anxiety, and female students demonstrating no significant within-sex correlations. Anxiety was negatively correlated with academic performance in sex-specific ways at both pre- and post-instruction. Moreover, math anxiety in male students mediated the relation between default mode-salience connectivity and course grade. Together, these results reveal complex sex differences in the neural mechanisms driving how anxiety is related to STEM learning.
31700677	PMC6825125	10.1038/s41539-019-0058-9	Sex differences in brain correlates of STEM anxiety	['Gonzalez AA', 'Bottenhorn KL', 'Bartley JE', 'Hayes T', 'Riedel MC', 'Salo T', 'Bravo EI', 'Odean R', 'Nazareth A', 'Laird RW', 'Sutherland MT', 'Brewe E', 'Pruden SM', 'Laird AR']	2019	2	28	NPJ Sci Learn	4		18	Anxiety is known to dysregulate the salience, default mode, and central executive networks of the human brain, yet this phenomenon has not been fully explored across the STEM learning experience, where anxiety can impact negatively academic performance. Here, we evaluated anxiety and large-scale brain connectivity in 101 undergraduate physics students. We found sex differences in STEM-related and clinical anxiety, with longitudinal increases in science anxiety observed for both female and male students. Sex-specific relationships between STEM anxiety and brain connectivity emerged, with male students exhibiting distinct inter-network connectivity for STEM and clinical anxiety, and female students demonstrating no significant within-sex correlations. Anxiety was negatively correlated with academic performance in sex-specific ways at both pre- and post-instruction. Moreover, math anxiety in male students mediated the relation between default mode-salience connectivity and course grade. Together, these results reveal complex sex differences in the neural mechanisms driving how anxiety is related to STEM learning.
31814997	PMC6889284	10.1038/s41539-019-0059-8	Brain activity links performance in science reasoning with conceptual approach	['Bartley JE', 'Riedel MC', 'Salo T', 'Boeving ER', 'Bottenhorn KL', 'Bravo EI', 'Odean R', 'Nazareth A', 'Laird RW', 'Sutherland MT', 'Pruden SM', 'Brewe E', 'Laird AR']	2019	2	28	NPJ Sci Learn	4		20	Understanding how students learn is crucial for helping them succeed. We examined brain function in 107 undergraduate students during a task known to be challenging for many students-physics problem solving-to characterize the underlying neural mechanisms and determine how these support comprehension and proficiency. Further, we applied module analysis to response distributions, defining groups of students who answered by using similar physics conceptions, and probed for brain differences linked with different conceptual approaches. We found that integrated executive, attentional, visual motion, and default mode brain systems cooperate to achieve sequential and sustained physics-related cognition. While accuracy alone did not predict brain function, dissociable brain patterns were observed when students solved problems by using different physics conceptions, and increased success was linked to conceptual coherence. Our analyses demonstrate that episodic associations and control processes operate in tandem to support physics reasoning, offering potential insight to support student learning.
31814997	PMC6889284	10.1038/s41539-019-0059-8	Brain activity links performance in science reasoning with conceptual approach	['Bartley JE', 'Riedel MC', 'Salo T', 'Boeving ER', 'Bottenhorn KL', 'Bravo EI', 'Odean R', 'Nazareth A', 'Laird RW', 'Sutherland MT', 'Pruden SM', 'Brewe E', 'Laird AR']	2019	2	28	NPJ Sci Learn	4		20	Understanding how students learn is crucial for helping them succeed. We examined brain function in 107 undergraduate students during a task known to be challenging for many students-physics problem solving-to characterize the underlying neural mechanisms and determine how these support comprehension and proficiency. Further, we applied module analysis to response distributions, defining groups of students who answered by using similar physics conceptions, and probed for brain differences linked with different conceptual approaches. We found that integrated executive, attentional, visual motion, and default mode brain systems cooperate to achieve sequential and sustained physics-related cognition. While accuracy alone did not predict brain function, dissociable brain patterns were observed when students solved problems by using different physics conceptions, and increased success was linked to conceptual coherence. Our analyses demonstrate that episodic associations and control processes operate in tandem to support physics reasoning, offering potential insight to support student learning.
31827430	PMC6890833	10.3389/fninf.2019.00070	ASD-DiagNet: A Hybrid Learning Approach for Detection of Autism Spectrum Disorder Using fMRI Data	['Eslami T', 'Mirjalili V', 'Fong A', 'Laird AR', 'Saeed F']	2019	2	28	Front Neuroinform	13		70	Heterogeneous mental disorders such as Autism Spectrum Disorder (ASD) are notoriously difficult to diagnose, especially in children. The current psychiatric diagnostic process is based purely on the behavioral observation of symptomology (DSM-5/ICD-10) and may be prone to misdiagnosis. In order to move the field toward more quantitative diagnosis, we need advanced and scalable machine learning infrastructure that will allow us to identify reliable biomarkers of mental health disorders. In this paper, we propose a framework called ASD-DiagNet for classifying subjects with ASD from healthy subjects by using only fMRI data. We designed and implemented a joint learning procedure using an autoencoder and a single layer perceptron (SLP) which results in improved quality of extracted features and optimized parameters for the model. Further, we designed and implemented a data augmentation strategy, based on linear interpolation on available feature vectors, that allows us to produce synthetic datasets needed for training of machine learning models. The proposed approach is evaluated on a public dataset provided by Autism Brain Imaging Data Exchange including 1, 035 subjects coming from 17 different brain imaging centers. Our machine learning model outperforms other state of the art methods from 10 imaging centers with increase in classification accuracy up to 28% with maximum accuracy of 82%. The machine learning technique presented in this paper, in addition to yielding better quality, gives enormous advantages in terms of execution time (40 min vs. 7 h on other methods). The implemented code is available as GPL license on GitHub portal of our lab (https://github.com/pcdslab/ASD-DiagNet).
31872334	PMC7117996	10.3758/s13415-019-00763-7	Meta-analytic clustering dissociates brain activity and behavior profiles across reward processing paradigms	['Flannery JS', 'Riedel MC', 'Bottenhorn KL', 'Poudel R', 'Salo T', 'Hill-Bowen LD', 'Laird AR', 'Sutherland MT']	2020	4	29	Cogn Affect Behav Neurosci	20	2	215-235	Reward learning is a ubiquitous cognitive mechanism guiding adaptive choices and behaviors, and when impaired, can lead to considerable mental health consequences. Reward-related functional neuroimaging studies have begun to implicate networks of brain regions essential for processing various peripheral influences (e.g., risk, subjective preference, delay, social context) involved in the multifaceted reward processing construct. To provide a more complete neurocognitive perspective on reward processing that synthesizes findings across the literature while also appreciating these peripheral influences, we used emerging meta-analytic techniques to elucidate brain regions, and in turn networks, consistently engaged in distinct aspects of reward processing. Using a data-driven, meta-analytic, k-means clustering approach, we dissociated seven meta-analytic groupings (MAGs) of neuroimaging results (i.e., brain activity maps) from 749 experimental contrasts across 176 reward processing studies involving 13,358 healthy participants. We then performed an exploratory functional decoding approach to gain insight into the putative functions associated with each MAG. We identified a seven-MAG clustering solution that represented dissociable patterns of convergent brain activity across reward processing tasks. Additionally, our functional decoding analyses revealed that each of these MAGs mapped onto discrete behavior profiles that suggested specialized roles in predicting value (MAG-1 & MAG-2) and processing a variety of emotional (MAG-3), external (MAG-4 & MAG-5), and internal (MAG-6 & MAG-7) influences across reward processing paradigms. These findings support and extend aspects of well-accepted reward learning theories and highlight large-scale brain network activity associated with distinct aspects of reward processing.
31872334	PMC7117996	10.3758/s13415-019-00763-7	Meta-analytic clustering dissociates brain activity and behavior profiles across reward processing paradigms	['Flannery JS', 'Riedel MC', 'Bottenhorn KL', 'Poudel R', 'Salo T', 'Hill-Bowen LD', 'Laird AR', 'Sutherland MT']	2020	4	29	Cogn Affect Behav Neurosci	20	2	215-235	Reward learning is a ubiquitous cognitive mechanism guiding adaptive choices and behaviors, and when impaired, can lead to considerable mental health consequences. Reward-related functional neuroimaging studies have begun to implicate networks of brain regions essential for processing various peripheral influences (e.g., risk, subjective preference, delay, social context) involved in the multifaceted reward processing construct. To provide a more complete neurocognitive perspective on reward processing that synthesizes findings across the literature while also appreciating these peripheral influences, we used emerging meta-analytic techniques to elucidate brain regions, and in turn networks, consistently engaged in distinct aspects of reward processing. Using a data-driven, meta-analytic, k-means clustering approach, we dissociated seven meta-analytic groupings (MAGs) of neuroimaging results (i.e., brain activity maps) from 749 experimental contrasts across 176 reward processing studies involving 13,358 healthy participants. We then performed an exploratory functional decoding approach to gain insight into the putative functions associated with each MAG. We identified a seven-MAG clustering solution that represented dissociable patterns of convergent brain activity across reward processing tasks. Additionally, our functional decoding analyses revealed that each of these MAGs mapped onto discrete behavior profiles that suggested specialized roles in predicting value (MAG-1 & MAG-2) and processing a variety of emotional (MAG-3), external (MAG-4 & MAG-5), and internal (MAG-6 & MAG-7) influences across reward processing paradigms. These findings support and extend aspects of well-accepted reward learning theories and highlight large-scale brain network activity associated with distinct aspects of reward processing.
31995811	PMC7075893	10.1038/s41386-020-0623-1	Nicotine dependence (trait) and acute nicotinic stimulation (state) modulate attention but not inhibitory control: converging fMRI evidence from Go-Nogo and Flanker tasks	['Lesage E', 'Sutherland MT', 'Ross TJ', 'Salmeron BJ', 'Stein EA']	2020	4	29	Neuropsychopharmacology	45	5	857-865	Cognitive deficits during nicotine withdrawal may contribute to smoking relapse. However, interacting effects of chronic nicotine dependence and acute nicotine withdrawal on cognitive control are poorly understood. Here we examine the effects of nicotine dependence (trait; smokers (n = 24) vs. non-smoking controls; n = 20) and acute nicotinic stimulation (state; administration of nicotine and varenicline, two FDA-approved smoking cessation aids, during abstinence), on two well-established tests of inhibitory control, the Go-Nogo task and the Flanker task, during fMRI scanning. We compared performance and neural responses between these four pharmacological manipulations in a double-blind, placebo-controlled crossover design. As expected, performance in both tasks was modulated by nicotine dependence, abstinence, and pharmacological manipulation. However, effects were driven entirely by conditions that required less inhibitory control. When demand for inhibitory control was high, abstinent smokers showed no deficits. By contrast, acutely abstinent smokers showed performance deficits in easier conditions and missed more trials. Go-Nogo fMRI results showed decreased inhibition-related neural activity in right anterior insula and right putamen in smokers and decreased dorsal anterior cingulate cortex activity on nicotine across groups. No effects were found on inhibition-related activity during the Flanker task or on error-related activity in either task. Given robust nicotinic effects on physiology and behavioral deficits in attention, we are confident that pharmacological manipulations were effective. Thus findings fit a recent proposal that abstinent smokers show decreased ability to divert cognitive resources at low or intermediate cognitive demand, while performance at high cognitive demand remains relatively unaffected, suggesting a primary attentional deficit during acute abstinence.
32038473	PMC6993791	10.3389/fneur.2020.00018	Functional Characterization of Atrophy Patterns Related to Cognitive Impairment	['Schnellbacher GJ', 'Hoffstaedter F', 'Eickhoff SB', 'Caspers S', 'Nickl-Jockschat T', 'Fox PT', 'Laird AR', 'Schulz JB', 'Reetz K', 'Dogan I']	2020	2	29	Front Neurol	11		18	Introduction: Mild cognitive impairment (MCI) is a heterogenous syndrome considered as a risk factor for developing dementia. Previous work examining morphological brain changes in MCI has identified a temporo-parietal atrophy pattern that suggests a common neuroanatomical denominator of cognitive impairment. Using functional connectivity analyses of structurally affected regions in MCI, we aimed to investigate and characterize functional networks formed by these regions that appear to be particularly vulnerable to disease-related disruptions. Methods: Areas of convergent atrophy in MCI were derived from a quantitative meta-analysis and encompassed left and right medial temporal (i.e., hippocampus, amygdala), as well as parietal regions (precuneus), which were defined as seed regions for connectivity analyses. Both task-based meta-analytical connectivity modeling (MACM) based on the BrainMap database and task-free resting-state functional MRI in a large cohort of older adults from the 1000BRAINS study were applied. We additionally assessed behavioral characteristics associated with the seed regions using BrainMap meta-data and investigated correlations of resting-state connectivity with age. Results: The left temporal seed showed stronger associations with a fronto-temporal network, whereas the right temporal atrophy cluster was more linked to cortico-striatal regions. In accordance with this, behavioral analysis indicated an emphasis of the left temporal seed on language generation, and the right temporal seed was associated with the domains of emotion and attention. Task-independent co-activation was more pronounced in the parietal seed, which demonstrated stronger connectivity with a frontoparietal network and associations with introspection and social cognition. Correlation analysis revealed both decreasing and increasing functional connectivity with higher age that may add to pathological processes but also indicates compensatory mechanisms of functional reorganization with increasing age. Conclusion: Our findings provide an important pathophysiological link between morphological changes and the clinical relevance of major structural damage in MCI. Multimodal analysis of functional networks related to areas of MCI-typical atrophy may help to explain cognitive decline and behavioral alterations not tractable by a mere anatomical interpretation and therefore contribute to prognostic evaluations.
32067196		10.1007/s12021-020-09454-y	Ontological Dimensions of Cognitive-Neural Mappings	['Bolt T', 'Nomi JS', 'Arens R', 'Vij SG', 'Riedel M', 'Salo T', 'Laird AR', 'Eickhoff SB', 'Uddin LQ']	2020	6	29	Neuroinformatics	18	3	451-463	The growing literature reporting results of cognitive-neural mappings has increased calls for an adequate organizing ontology, or taxonomy, of these mappings. This enterprise is non-trivial, as relevant dimensions that might contribute to such an ontology are not yet agreed upon. We propose that any candidate dimensions should be evaluated on their ability to explain observed differences in functional neuroimaging activation patterns. In this study, we use a large sample of task-based functional magnetic resonance imaging (task-fMRI) results and a data-driven strategy to identify these dimensions. First, using a data-driven dimension reduction approach and multivariate distance matrix regression (MDMR), we quantify the variance among activation maps that is explained by existing ontological dimensions. We find that 'task paradigm' categories explain more variance among task-activation maps than other dimensions, including latent cognitive categories. Surprisingly, 'study ID', or the study from which each activation map was reported, explained close to 50% of the variance in activation patterns. Using a clustering approach that allows for overlapping clusters, we derived data-driven latent activation states, associated with re-occurring configurations of the canonical frontoparietal, salience, sensory-motor, and default mode network activation patterns. Importantly, with only four data-driven latent dimensions, one can explain greater variance among activation maps than all conventional ontological dimensions combined. These latent dimensions may inform a data-driven cognitive ontology, and suggest that current descriptions of cognitive processes and the tasks used to elicit them do not accurately reflect activation patterns commonly observed in the human brain.
